total_loss,cover_loss,secret_loss,psnr_c,ssim_c,psnr_s,ssim_s,ber,text_acc
0.0033589641097933054,0.002717355266213417,0.0006416091928258538,27.99801254272461,0.9491444230079651,32.535667419433594,0.9643604755401611,0.30868171183268234,0.0
