sample_id,total_loss,cover_loss,secret_loss,psnr_c,ssim_c,psnr_s,ssim_s,ber,text_acc
867,0.016141165,0.015607688,0.0005334773,18.066614,0.8405304,32.72884,0.97313213,0.285675048828125,0.0
868,0.0008873689,0.0004282907,0.00045907826,33.68261,0.9855444,33.38113,0.98153716,0.31793212890625,0.0
869,0.0011261147,0.00055964716,0.0005664675,32.520855,0.97164494,32.46825,0.9498043,0.3159586588541667,0.0
870,0.0010752555,0.00059231615,0.0004829393,32.274464,0.9764517,33.16107,0.96491224,0.2967631022135417,0.0
871,0.013037151,0.012249242,0.00078790885,19.118908,0.9308977,31.035238,0.92192596,0.3246866861979167,0.0
872,0.0009453582,0.00051187817,0.00043348,32.908333,0.994416,33.630306,0.9826686,0.2883504231770833,0.0
873,0.0085534025,0.007789849,0.00076355325,21.08471,0.74884564,31.171604,0.96394306,0.3222249348958333,0.0
874,0.0014036748,0.0010447735,0.0003589013,29.809776,0.96764225,34.45025,0.97940284,0.294403076171875,0.0
875,0.0009938887,0.00058815326,0.00040573545,32.30509,0.9439189,33.91757,0.96845275,0.3043111165364583,0.0
876,0.005563692,0.0050748046,0.0004888877,22.945807,0.94170976,33.107906,0.95524573,0.314117431640625,0.0
877,0.001442996,0.0009014952,0.00054150075,30.450365,0.9902082,32.66401,0.9803496,0.3149617513020833,0.0
878,0.00332682,0.0031148894,0.00021193069,25.065573,0.9658329,36.73806,0.9798503,0.3168741861979167,0.0
879,0.001288247,0.00080644334,0.0004818036,30.93426,0.9912775,33.1713,0.97525686,0.3032023111979167,0.0
880,0.0020490768,0.0018458397,0.00020323721,27.33806,0.97866493,36.919968,0.97518,0.2773844401041667,0.0
881,0.01115542,0.010755588,0.00039983125,19.683659,0.8416245,33.98123,0.9788436,0.2870381673177083,0.0
882,0.0012853767,0.00058781495,0.00069756183,32.30759,0.98071957,31.564173,0.9816897,0.3277384440104167,0.0
883,0.00074643816,0.0005184749,0.00022796329,32.852722,0.97093314,36.42135,0.8585146,0.24385579427083334,0.0
884,0.0016915562,0.000939814,0.00075174216,30.269579,0.9451043,31.23931,0.9799714,0.3267923990885417,0.0
885,0.0010820813,0.00055102434,0.00053105695,32.58829,0.9856257,32.74859,0.99025124,0.3245951334635417,0.0
886,0.00076445966,0.0005375758,0.00022688384,32.6956,0.9672725,36.441963,0.9888609,0.2757568359375,0.0
887,0.0029250982,0.0026004585,0.00032463972,25.8495,0.9511153,34.885983,0.98532295,0.295440673828125,0.0
888,0.0043363813,0.0037748192,0.00056156225,24.231037,0.915195,32.50602,0.9885208,0.3113810221354167,0.0
889,0.00132575,0.00079794164,0.00052780844,30.980288,0.9750549,32.775234,0.9716873,0.3469950358072917,0.0
890,0.001656862,0.0011441645,0.0005126975,29.415113,0.9837391,32.901386,0.96874505,0.3199055989583333,0.0
891,0.0017025572,0.0006811833,0.0010213739,31.66736,0.9813774,29.908152,0.9163194,0.3074442545572917,0.0
892,0.0009032388,0.00052763656,0.00037560222,32.77665,0.98291945,34.252716,0.9891506,0.32733154296875,0.0
893,0.0011180865,0.0008120624,0.00030602416,30.904104,0.990645,35.14244,0.9857545,0.28564453125,0.0
894,0.0020300501,0.0014836539,0.0005463963,28.286673,0.96675426,32.62492,0.90230185,0.2914225260416667,0.0
895,0.001738627,0.0013043691,0.00043425785,28.845995,0.99049944,33.622524,0.98363495,0.3118998209635417,0.0
896,0.020922039,0.020417107,0.0005049311,16.900057,0.94291383,32.967674,0.9724393,0.2973124186197917,0.0
897,0.002021956,0.0005860229,0.0014359332,32.32085,0.9878013,28.428658,0.8826289,0.3169657389322917,0.0
898,0.0120293815,0.011383418,0.0006459634,19.437271,0.8339637,31.897919,0.85997623,0.2542622884114583,0.0
899,0.00093246705,0.00040874505,0.000523722,33.885475,0.8026907,32.80899,0.9804786,0.3183390299479167,0.0
900,0.0016687962,0.001472146,0.0001966501,28.32049,0.9870877,37.063057,0.97183913,0.24029541015625,0.0
901,0.001759976,0.0011968082,0.00056316785,29.219755,0.9440146,32.49362,0.9344907,0.2842814127604167,0.0
902,0.0015343889,0.0011126813,0.00042170752,29.536291,0.9580462,33.749886,0.98614424,0.308349609375,0.0
903,0.0015677251,0.0012281223,0.00033960285,29.107584,0.98190135,34.690285,0.9663151,0.3049112955729167,0.0
904,0.0034822766,0.0026369407,0.0008453358,25.788996,0.9706246,30.729706,0.9644559,0.328857421875,0.0
905,0.002462943,0.000999094,0.001463849,30.003935,0.9430547,28.345037,0.91833323,0.318603515625,0.0
906,0.0016669594,0.0013352727,0.00033168666,28.744299,0.95657974,34.79272,0.86749214,0.21086629231770834,0.0
